दोन लाडू शिल्लक होते .	दोन लाडू शिल्लक असणे .	NUM MASC;N;NOM;SG ADJ;NOM 3;FIN;MASC;PL;PST;V _
राजाने खुशमस्कऱ्याला विचारले , आता काय ?	राजा खुशमस्कऱ्या विचारणे , आता काय ?	ERG;MASC;N;SG DAT;MASC;N;SG 3;FIN;NEUT;PFV;SG;V _ ADV NOM;PRO _
_ _ हृदय द्रवले .	तो चा हृदय द्रवणे .	3;NEUT;PRO;SG ADP;NEUT;SG N;NEUT;NOM;SG 3;FIN;NEUT;PFV;SG;V _
" त्या _ _ का कोणी हजार रुपये देईल ? "	" तो तुकडा चा का कोण हजार रुपय देणे ? "	_ DET MASC;N;SG ADP;NEUT;SG ADV ERG;PRO NUM ACC;MASC;N;PL 3;FIN;FUT;SG;V _ _
आली सारी मंडळी वनात .	येणे सारी मंडळी वन .	3;FEM;FIN;PFV;SG;V ADJ;FEM;NOM;SG FEM;N;NOM;SG ESS;N;NEUT;SG _
राजपुत्र राजवाड्यात उतरला .	राजपुत्र राजवाडा उतरणे .	MASC;N;NOM;SG ESS;MASC;N;SG 3;FIN;MASC;PFV;SG;V _
एक तरुण येत होता .	एक तरुण येणे असणे .	DET;SG MASC;N;NOM;SG IPFV;V;V.PTCP 3;FIN;MASC;PST;SG;V _
चालत होता .	चालणे असणे .	IPFV;V;V.PTCP 3;FIN;MASC;PST;SG;V _
_ _ वेळ होती .	पहाटे चा वेळ असणे .	N;NEUT;SG ADP;FEM;SG FEM;N;NOM;SG 3;FEM;FIN;PST;SG;V _
शहाणी आहे _ _ आई !	शहाणा असणे तू चा आई !	ADJ;FEM;NOM;SG 3;FIN;PRS;SG;V 2;PRO;SG ADP;FEM;SG FEM;N;NOM;SG _
सरदार - जहागीरदार , सावकार , व्यापारी येणार होते .	सरदार - जहागीरदार , सावकार , व्यापारी येणे असणे .	MASC;N;NOM;SG _ MASC;N;NOM;SG _ MASC;N;NOM;SG _ MASC;N;NOM;SG FIN;PROSP;V 3;FIN;MASC;PL;PST;V _
शहाणा होऊन आलास ? राजाने विचारले .	शहाणा होणे येणे ? राजा विचारणे .	ADJ;MASC;NOM;SG PFV;V;V.CVB 2;FIN;MASC;PFV;SG;V _ ERG;MASC;N;SG 3;FIN;NEUT;PFV;SG;V _
अग्नी देण्यात आला .	अग्नी देणे येणे .	MASC;N;NOM;SG ESS;NFIN;V 3;FIN;MASC;PFV;SG;V _
त्याला लवकर पाठवून द्या !	तो लवकर पाठवणे देणे !	3;DAT;NEUT;PRO;SG ADV PFV;V;V.CVB 2;FIN;IMP;PL;V _
काय उपाय ? राजाने विचारले .	काय उपाय ? राजा विचारणे .	NOM;PRO MASC;N;NOM;SG _ ERG;MASC;N;SG 3;FIN;NEUT;PFV;SG;V _
_ _ ते लहानसे शेत ; परंतु _ _ सोने पिकवी .	तो चा तो लहानसा शेत ; परंतु खरा च सोने पिकणे .	3;MASC;PRO;SG ADP;NEUT;SG DET;NEUT;SG ADJ;NEUT;NOM;SG N;NEUT;NOM;SG _ CONJ ADJ;NEUT;NOM;SG PART N;NEUT;NOM;PL 3;FIN;NEUT;PL;SBJV;V _
' न्याय मेला ' असे जो तो उत्तर देऊ लागला .	' न्याय मरणे ' असे जो तो उत्तर देणे लागणे .	_ MASC;N;NOM;SG 3;FIN;MASC;PFV;SG;V _ CONJ MASC;NOM;PRO;SG 3;MASC;NOM;PRO;SG N;NEUT;NOM;SG NFIN;V 3;FIN;MASC;PFV;SG;V _
" काय लागला निकाल ? " बायकोने विचारले .	" काय लागणे निकाल ? " बायको विचारणे .	_ ACC;PRO 3;FIN;MASC;PFV;SG;V MASC;N;NOM;SG _ _ ERG;FEM;N;SG 3;FIN;NEUT;PFV;SG;V _
तुम्ही आम्ही होऊया .	तू मी होणे .	2;NOM;PL;PRO 1;ACC;PL;PRO FIN;IMP;V _
जुने कागदपत्र सापडले आहेत _ _ हे सिद्ध होत आहे , वगैरे _ _ म्हणणे .	जुना कागदपत्र सापडणे असणे तो वरून हा सिद्ध होणे असणे , वगैरे तो चा म्हणणे .	ADJ;MASC;NOM;PL MASC;N;NOM;PL 3;FIN;MASC;PFV;PL;V 3;FIN;PL;PRS;V 3;NEUT;PRO;SG ADP 3;NEUT;NOM;PRO;SG MASC;N;NOM;SG IPFV;V;V.PTCP 3;FIN;PRS;SG;V _ ADV 3;MASC;PRO;SG ADP;NEUT;SG NFIN;NOM;V _
आईला का कोणी विकतो ?	आई का कोण विकणे ?	DAT;FEM;N;SG ADV ERG;PRO 3;FIN;IPFV;MASC;PRS;SG;V _
त्याला सांगा कि , बहीण तरी दे किंवा मागील _ _ समुद्रात पडलेली नथ आणून दे , नाहीतर डोके उडवीन ! खुशमस्कऱ्याने सुचविले .	तो सांगसांगणे कि , बहीण तरी देणे किंवा मागील राणी चा समुद्र पडणे नथ आणणे देणे , नाहीतर डोके उडवणे ! खुशमस्कऱ्या सुचवणे .	3;DAT;MASC;PRO;SG 2;FIN;IMP;PL;V CONJ _ ACC;FEM;N;SG ADV 2;FIN;IMP;SG;V CONJ ADJ FEM;N;SG ADP;FEM;SG ESS;MASC;N;SG 3;FEM;PFV;SG;V;V.PTCP ACC;FEM;N;SG PFV;V;V.CVB 2;FIN;IMP;SG;V _ ADV ACC;N;NEUT;SG 1;FIN;FUT;SG;V _ ERG;MASC;N;SG 3;FIN;NEUT;SG;V _
सकाळी राजा मुलाला म्हणाला , _ _ चालता हो .	सकाळी राजा मुलगा म्हणणे , राज्य तून चालणे होणे .	ADV N;NEUT;NOM;SG DAT;MASC;N;SG 3;FIN;MASC;PFV;SG;V _ N;NEUT;SG ADP ESS;IPFV;V;V.PTCP 2;FIN;IMP;V _
भूक - _ _ लाडू , ती म्हणाली .	भूक - तहान चा लाडू , तो म्हणणे .	FEM;N;NOM;SG _ FEM;N;SG ADP;MASC;PL MASC;N;NOM;PL _ 3;FEM;NOM;PRO;SG 3;FEM;FIN;PFV;SG;V _
लाखो बेडूक जमा झाले .	लाखो बेडूक जमा होणे .	ADJ;NOM;PL MASC;N;NOM;PL ADV 3;FIN;MASC;PFV;PL;V _
भावाला बहीण झाली . तो म्हणाला .	भाऊ बहीण होणे . तो म्हणणे .	DAT;MASC;N;SG ACC;FEM;N;SG 3;FEM;FIN;PFV;SG;V _ 3;MASC;NOM;PRO;SG 3;FIN;MASC;PFV;SG;V _
राजपुत्र परत आलेला पाहून सारे आश्चर्यचकित झाले .	राजपुत्र परत येणे पहाणे सारे आश्चर्यचकित होणे .	MASC;N;NOM;SG ADV 3;MASC;PFV;SG;V;V.PTCP PFV;V;V.CVB MASC;PL;PRO ADJ;NOM 3;FIN;MASC;PFV;PL;V _
दादा , मी तो बेडूक .	दादा , मी तो बेडूक .	MASC;N;NOM;SG _ 1;NOM;PRO;SG DET;MASC;SG MASC;N;NOM;SG _
राजाला सांगून ठेवा , की _ _ राख मात्र _ _ घरी पाठवा !	राजा सांगणे ठेवणे , की मी चा राख मात्र मी चा घरी पाठवणे !	DAT;MASC;N;SG PFV;V;V.CVB 2;FIN;IMP;PL;V _ CONJ 1;PRO;SG ADP;FEM;SG ACC;FEM;N;SG ADV 1;PRO;SG ADP ADV 2;FIN;IMP;PL;V _
परंतु _ _ तो बिघडला .	परंतु लाड मुळे तो बिघडणे .	CONJ MASC;N;SG ADP 3;MASC;NOM;PRO;SG 3;FIN;MASC;PFV;SG;V _
" देव काही मेला नाही , केशवबाबा ! "	" देव काही मरणे नाही , केशवबाबा ! "	_ MASC;N;NOM;SG ADV 3;FIN;MASC;PFV;SG;V 3;FIN;NEG;SG;V _ MASC;NOM;PROPN;SG _ _
ठीक , हरकत नाही , राजपुत्र म्हणाला .	ठीक , हरकत नाही , राजपुत्र म्हणणे .	INTJ _ FEM;N;NOM;SG 3;FIN;NEG;SG;V _ MASC;N;NOM;SG 3;FIN;MASC;PFV;SG;V _
_ _ एक जुने _ _ मंदिर होते .	गाव बाहेर एक जुना देवी चा मंदिर असणे .	MASC;N;SG ADP DET;SG ADJ;NEUT;NOM;SG FEM;N;SG ADP;NEUT;SG N;NEUT;NOM;SG 3;FIN;NEUT;PST;SG;V _
राजपुत्राला निरोप कळविण्यात आला .	राजपुत्र निरोप कळवणे येणे .	DAT;MASC;N;SG ACC;MASC;N;SG ESS;NFIN;V 3;FIN;MASC;PFV;SG;V _
साऱ्या बेडकांनी ऐकले आणि _ _ त्यांनी केले .	साऱ्या बेडूक ऐकणे आणि तो प्रमाणे तो करणे .	ADJ ERG;MASC;N;PL 3;FIN;NEUT;PFV;SG;V CONJ 3;PRO ADP 3;ERG;MASC;PL;PRO 3;FIN;NEUT;PFV;SG;V _
तो पक्षी किंवा प्राणी नाही आहे .	तो पक्ष किंवा प्राण नाही असणे .	3;MASC;NOM;PRO;SG MASC;N;NOM;SG CONJ MASC;N;NOM;SG 3;FIN;NEG;SG;V 3;FIN;PRS;SG;V _
हवामान आज चांगले आहे , खूप गरम आहे .	हवामान आज चांगला असणे , खूप गरम असणे .	N;NEUT;NOM;SG ADV ADJ;NEUT;NOM;SG 3;FIN;PRS;SG;V _ ADV ADJ;NOM 3;FIN;PRS;SG;V _
या राजपुत्रास पाठविले _ _ मार्गाने _ _ जा !	हा राजपुत्र पाठवणे तो च मार्ग तू ही जाणे !	DET DAT;MASC;N;SG 3;FIN;NEUT;PFV;SG;V DET;FEM;PL PART INS;MASC;N;SG 2;NOM;PRO;SG PART 2;FIN;IMP;SG;V _
राजपुत्राने _ _ चमकणारी फुले राजाला नेऊन दिली .	राजपुत्र तारा प्रमाणे चमकणे फुल राजा नेणे देणे .	ERG;MASC;N;SG MASC;N;SG ADP HAB;NEUT;PL;V;V.PTCP ACC;N;NEUT;PL DAT;MASC;N;SG PFV;V;V.CVB 3;FIN;NEUT;PFV;PL;V _
गोष्ट _ _ संपली .	गोष्ट मी चा संपणे .	FEM;N;NOM;SG 1;PL;PRO ADP;FEM;SG 3;FEM;FIN;PFV;SG;V _
_ _ _ _ ते कागाळ्या घालतील , अशी त्याला शंका होती .	राजा चा कान वर तो कागाळी घालतील , असा तो शंका असणे .	MASC;N;SG ADP MASC;N;SG ADP 3;MASC;NOM;PL;PRO ACC;FEM;N;PL 3;FIN;FUT;PL;V _ CONJ 3;DAT;MASC;PRO;SG FEM;N;NOM;SG 3;FEM;FIN;PST;SG;V _
एका _ _ काठी चौघे बसली .	एक सरोवर चा काठी चौघे बसणे .	DET;SG MASC;N;SG ADP ADV 3;NOM;PL;PRO 3;FIN;NEUT;PFV;PL;V _
राजवाडा शृंगारला गेला .	राजवाडा शृंगारणे जाणे .	MASC;N;NOM;SG 3;FIN;MASC;PFV;SG;V 3;FIN;MASC;PFV;SG;V _
मला सन्मानाने मिरवत _ _ या !	मी सन्मान मिरवणे नेणे साठी येणे !	1;ACC;PRO;SG INS;MASC;N;SG IPFV;V;V.PTCP NFIN;V ADP 2;FIN;IMP;PL;V _
केशवचंद्राला _ _ _ _ भीती वाटत होती .	केशवचंद्र गाव तील लोक चा भीती वाटणे असणे .	DAT;MASC;PROPN;SG MASC;N;SG ADP MASC;N;PL ADP;FEM;SG FEM;N;NOM;SG IPFV;V;V.PTCP 3;FEM;FIN;PST;SG;V _
दुसऱ्या दिवशी राजाने राजपुत्राला बोलावणे धाडले .	दुसरा दिवशी राजा राजपुत्र बोलावणे धाडणे .	NUM ADV ERG;MASC;N;SG DAT;MASC;N;SG NFIN;NOM;V 3;FIN;NEUT;PFV;SG;V _
पुत्र _ _ पाया पडला .	पुत्र पिता चा पाय पडणे .	MASC;N;NOM;SG MASC;N;SG ADP DAT;MASC;N;SG 3;FIN;MASC;PFV;SG;V _
_ _ आवाज परत येत आहे !	तो च आवाज परत येणे असणे !	DET;MASC;SG PART MASC;N;NOM;SG ADV IPFV;V;V.PTCP 3;FIN;PRS;SG;V _
सावकाराला बघवत नाही .	सावकार बघणे नाही .	DAT;MASC;N;SG CAUS;IPFV;V;V.PTCP 3;FIN;NEG;SG;V _
देव _ _ तिजोरीत आहे !	देव मी चा तिजोरी असणे !	MASC;N;NOM;SG 1;PRO;SG ADP ESS;FEM;N;SG 3;FIN;PRS;SG;V _
ती छोटी मुलगी _ _ बहीण आहे , ती पाच _ _ आहे .	तो छोटा मुलगी तो चा बहीण असणे , तो पाच वर्ष चा असणे .	DET;FEM;SG ADJ;FEM;NOM;SG FEM;N;NOM;SG 3;MASC;PRO;SG ADP;FEM;SG FEM;N;NOM;SG 3;FIN;PRS;SG;V _ 3;FEM;NOM;PRO;SG NUM N;NEUT;SG ADP;FEM;SG 3;FIN;PRS;SG;V _
तो स्वर्गात कसा जाणार ?	तो स्वर्ग कसा जाणे ?	3;MASC;NOM;PRO;SG ESS;MASC;N;SG ADV FIN;PROSP;V _
एकुलता एक मुलगा म्हणून राजा - राणी त्याला जीव की प्राण करित .	एकुलता एक मुलगा म्हणून राजा - राणी तो जीव की प्राण करित .	ADJ;MASC;NOM;SG DET;SG MASC;N;NOM;SG CONJ N;NEUT;NOM;SG _ FEM;N;NOM;SG 3;DAT;MASC;PRO;SG MASC;N;NOM;SG ADV MASC;N;NOM;SG 3;FIN;HAB;PL;PST;V _
" नाही , त्रिवार नाही ! "	" नाही , त्रिवार नाही ! "	_ INTJ _ ADV 1;FIN;NEG;SG;V _ _
" न्याय _ _ हातात असतो , भीमा . "	" न्याय मी चा हात असणे , भीमा . "	_ MASC;N;NOM;SG 1;PL;PRO ADP ESS;MASC;N;SG 3;FIN;IPFV;MASC;PRS;SG;V _ MASC;NOM;PROPN;SG _ _
_ _ दहा लाख रुपये मिळाले .	तो चा दहा लाख रुपय मिळणे .	3;NEUT;PL;PRO ADP;NEUT;SG NUM NUM ACC;MASC;N;PL 3;FIN;MASC;PFV;PL;V _
_ _ एक खुशमस्कऱ्या होता .	राजा चा एक खुशमस्कऱ्या असणे .	MASC;N;SG ADP;MASC;SG DET;SG MASC;N;NOM;SG 3;FIN;MASC;PST;SG;V _
राजाने खुशमस्कऱ्यास बोलावले व सांगितले , अरे , _ _ बाबा _ _ आठवण काढीत आहेत .	राजा खुशमस्कऱ्या बोलावणे व सांगसांगणे , अरे , मी चा बाबा तू चा आठवण काढणे असणे .	ERG;MASC;N;SG DAT;MASC;N;SG 3;FIN;NEUT;PFV;SG;V CONJ 3;FIN;NEUT;PFV;SG;V _ INTJ _ 1;PRO;SG ADP;MASC;PL MASC;N;NOM;PL 2;PRO;SG ADP;FEM;SG FEM;N;NOM;SG IPFV;V;V.PTCP 3;FIN;PL;PRS;V _
सर्वांना ढेकर निघाली .	सर्व ढेकर निघाली .	DAT;PL;PRO ACC;FEM;N;SG 3;FEM;FIN;PFV;SG;V _
ती पटकन कुठेतरी गेली आणि पाला घेऊन आली .	तो पटकन कुठेतरी जाणे आणि पाला घेणे येणे .	3;FEM;NOM;PRO;SG ADV ADV 3;FEM;FIN;PFV;SG;V CONJ MASC;N;NOM;SG PFV;V;V.CVB 3;FEM;FIN;PFV;SG;V _
_ _ _ _ वार्ता गेली .	राजा चा कान वरती वार्ता जाणे .	MASC;N;SG ADP MASC;N;SG ADP FEM;N;NOM;SG 3;FEM;FIN;PFV;SG;V _
तो न्यायाधीशास _ _ म्हणाला , " महाराज , देवाधर्माला स्मरून मी सांगतो की ही _ _ जमीन आहे .	तो न्यायाधीश एवढा च म्हणणे , " महाराज , देवाधर्म स्मरणे मी सांगणे की हा मी चा जमीन असणे .	3;MASC;PRO;SG DAT;MASC;N;SG 3;PL;PRO PART 3;FIN;MASC;PFV;SG;V _ _ MASC;N;NOM;SG _ DAT;MASC;N;SG PFV;V;V.CVB 1;NOM;PRO;SG 1;FIN;IPFV;MASC;PRS;SG;V CONJ 3;FEM;NOM;PRO;SG 1;PRO;SG ADP;FEM;SG FEM;N;NOM;SG 3;FIN;PRS;SG;V _
सावकार निघून गेला होता .	सावकार निघने जाणे असणे .	MASC;N;NOM;SG PFV;V;V.CVB 3;FIN;MASC;PFV;SG;V 3;FIN;MASC;PST;SG;V _
तिघे चालू लागली .	तिघे चालणे लागणे .	3;NOM;PL;PRO NFIN;V 3;FIN;NEUT;PFV;PL;V _
दादा , मी साप होतो .	दादा , मी साप असणे .	MASC;N;NOM;SG _ 1;NOM;PRO;SG ACC;MASC;N;SG 1;FIN;MASC;PST;SG;V _
इतक्यात _ _ वडील मुलगी भीमी लहान भावंडाला घेऊन आली .	इतक्यात तो चा वडील मुलगी भीमी लहान भावंड घेणे येणे .	ADV 3;NEUT;PRO;SG ADP;FEM;SG MASC;N;NOM;SG FEM;N;NOM;SG FEM;NOM;PROPN;SG ADJ ACC;N;NEUT;SG PFV;V;V.CVB 3;FEM;FIN;PFV;SG;V _
ती गच्चीत उभी होती .	तो गच्ची उभा असणे .	3;FEM;NOM;PRO;SG ESS;FEM;N;SG ADJ;FEM;NOM;SG 3;FEM;FIN;PST;SG;V _
" हे म्हातारे शेतकरी साक्षीदार का खोटे सांगतात ? " वकील म्हणाला .	" हा म्हातारा शेतकरी साक्षीदार का खोटा सांगसांगणे ? " वकील म्हणणे .	_ DET;NEUT;SG ADJ;NEUT;NOM;SG MASC;N;NOM;PL MASC;N;NOM;SG CONJ ADJ;NEUT;NOM;SG 3;FIN;IPFV;PL;PRS;V _ _ MASC;N;NOM;SG 3;FIN;MASC;PFV;SG;V _
_ _ कडेला फुलझाडे होती .	विहिर चा कडे फुलझाड असणे .	FEM;N;SG ADP DAT;MASC;N;SG N;NEUT;NOM;PL 3;FIN;NEUT;PL;PST;V _
खरोखरच त्या _ _ _ _ जीव की प्राण प्रेम होते .	खरोखरच तो शेत वर भीम चा जीव की प्राण प्रेम असणे .	ADV DET N;NEUT;SG ADP MASC;PROPN;SG ADP;NEUT;SG MASC;N;NOM;SG CONJ MASC;N;NOM;SG N;NEUT;NOM;SG 3;FIN;NEUT;PST;SG;V _
राजपुत्राने दोन्ही लाडू फोडले .	राजपुत्र दोन लाडू फोडणे .	ERG;MASC;N;SG NUM ACC;MASC;N;PL 3;FIN;MASC;PFV;PL;V _
एका खळखळ वाहणाऱ्या _ _ काठी दोघं बसली .	एक खळखळ वहाणे झरा चा काठ दोघे बसणे .	DET;SG ADV HAB;V;V.PTCP MASC;N;SG ADP ESS;FEM;N;SG 3;MASC;PL;PRO 3;FIN;MASC;PFV;PL;V _
गाव शृंगारण्यात आला आणि एक सुंदर सभामंडप उभारण्यात आला .	गाव शृंगारणे येणे आणि एक सुंदर सभामंडप उभारणे येणे .	MASC;N;NOM;SG ESS;NFIN;V 3;FIN;MASC;PFV;SG;V CONJ DET;SG ADJ;NOM MASC;N;NOM;SG ESS;NFIN;V 3;FIN;MASC;PFV;SG;V _
_ _ रस्त्याने राजपुत्राला पाठवू !	तो च रस्ता राजपुत्र पाठवणे !	DET PART INS;MASC;N;SG DAT;MASC;N;SG 1;FIN;IMP;PL;V _
राजपुत्र लगबगीने _ _ राजवाड्यात आला व भावंडांना म्हणाला , हा राजा लहरी दिसतो .	राजपुत्र लगबग आपण चा राजवाडा येणे व भावंड म्हणणे , हा राजा लहर दिसणे .	MASC;N;NOM;SG FEM;INS;N;SG PRO ADP ESS;MASC;N;SG 3;FIN;MASC;PFV;SG;V CONJ DAT;N;NEUT;PL 3;FIN;MASC;PFV;SG;V _ DET;MASC;SG N;NEUT;NOM;SG ACC;FEM;N;PL 3;FIN;IPFV;MASC;PRS;SG;V _
एक स्त्री येत होती .	एक स्त्री येणे असणे .	DET;SG FEM;N;NOM;SG IPFV;V;V.PTCP 3;FEM;FIN;PST;SG;V _
बेडूक वाचवावा तर _ _ भूक कशी शमवायची ?	बेडूक वाचवणे तर साप चा भूक कसा शमवणे ?	ACC;MASC;N;SG 3;FIN;MASC;SBJV;SG;V ADV MASC;N;SG ADP;FEM;SG ACC;FEM;N;SG ADV 3;FEM;SG;V;V.PTCP _
विचार करीत तो निघाला .	विचार करणे तो निघणे .	MASC;N;NOM;SG IPFV;V;V.PTCP 3;MASC;NOM;PRO;SG 3;FIN;MASC;PFV;SG;V _
बहीण एका पालखीत बसली .	बहीण एक पालखी बसणे .	FEM;N;NOM;SG DET;SG ESS;FEM;N;SG 3;FEM;FIN;PFV;SG;V _
दोन रत्ने त्यांनी विकली .	दोन रत्न तो विकणे .	NUM ACC;N;NEUT;PL 3;ERG;MASC;PL;PRO 3;FIN;NEUT;PFV;PL;V _
त्याला एक मुलगा होता .	तो एक मुलगा असणे .	3;DAT;MASC;PRO;SG DET;SG MASC;N;NOM;SG 3;FIN;MASC;PST;SG;V _
राजपुत्र अंबारीत बसला .	राजपुत्र अंबारी बसणे .	MASC;N;NOM;SG ESS;FEM;N;SG 3;FIN;MASC;PFV;SG;V _
_ _ चाललीस ?	तू ही चालणे ?	2;NOM;PRO;SG PART 2;FEM;FIN;PFV;SG;V _
ती सगळीकडे शोधते पण तिला जेम्स सापडत नाही .	तो सगळीकडे शोधणे पण तो जेम्स सापडणे नाही .	3;FEM;NOM;PRO;SG ADV 3;FEM;FIN;IPFV;PRS;SG;V CONJ 3;DAT;FEM;PRO;SG ACC;MASC;PROPN;SG IPFV;V;V.PTCP 3;FIN;NEG;SG;V _
येतो दादा , सुखी व्हा ! असे म्हणून तो भाऊ साप बनला व थोड्या _ _ फण् फण् करीत निघून गेला .	येणे दादा , सुखी होणे ! असे म्हणणे तो भाऊ साप बनणे व थोडा अंतर वर फण् फण् करणे निघणे जाणे .	1;FIN;IPFV;MASC;PRS;SG;V MASC;N;NOM;SG _ ADJ;NOM 2;FIN;FUT;PL;V _ CONJ PFV;V;V.CVB DET;MASC;SG MASC;N;NOM;SG ACC;MASC;N;SG 3;FIN;MASC;PFV;SG;V CONJ ADJ N;NEUT;SG ADP INTJ INTJ IPFV;V;V.PTCP PFV;V;V.CVB 3;FIN;MASC;PFV;SG;V _
तू रे कोण ? राजपुत्राने विचारले .	तू रे कोण ? राजपुत्र विचारणे .	2;NOM;PRO;SG INTJ NOM;PRO _ ERG;MASC;N;SG 3;FIN;NEUT;PFV;SG;V _
कुशल प्रश्न _ _ राजा म्हणाला , _ _ पत्नी फार लावण्यवती आहे असे ऐकतो .	कुशल प्रश्न होणे वर राजा म्हणणे , तू चा पत्नी फार लावण्यवती असणे असे ऐकणे .	ADJ;NOM MASC;N;NOM;SG FIN;PFV;V ADP N;NEUT;NOM;SG 3;FIN;MASC;PFV;SG;V _ 2;PL;PRO ADP;FEM;SG FEM;N;NOM;SG ADV ADJ;FEM;NOM;SG 3;FIN;PRS;SG;V CONJ 3;FIN;IPFV;MASC;PRS;SG;V _
सभामंडप भरून गेला होता .	सभामंडप भरणे जाणे असणे .	MASC;N;NOM;SG PFV;V;V.CVB 3;FIN;MASC;PFV;SG;V 3;FIN;MASC;PST;SG;V _
एक सर्प या _ _ निघाला .	एक सर्प हा सर्प बरोबर निघाला .	DET;SG MASC;N;NOM;SG DET MASC;N;SG ADP 3;FIN;MASC;PFV;SG;V _
अरे , आजूबाजूला आता सगळीकडे _ _ जमीन !	अरे , आजूबाजू आता सगळीकडे मी चा जमीन !	INTJ _ DAT;MASC;N;SG ADV ADV 1;PRO;SG ADP;FEM;SG FEM;N;NOM;SG _
तिला आता तो नीट ऐकू येत आहे .	तो आता तो नीट ऐकणे येणे असणे .	3;DAT;FEM;PRO;SG ADV 3;ACC;MASC;PRO;SG ADV NFIN;V IPFV;V;V.PTCP 3;FIN;PRS;SG;V _
_ _ राख _ _ घरी पाठवा असे त्याने सांगितले .	मी चा राख मी चा घरी पाठवणे असे तो सांगसांगणे .	1;PRO;SG ADP;FEM;SG ACC;FEM;N;SG 1;PRO;SG ADP ADV 2;FIN;IMP;PL;V CONJ 3;ERG;MASC;PRO;SG 3;FIN;NEUT;PFV;SG;V _
तू मला मारले नाहीस .	तू मी मारणे नाही .	2;NOM;PRO;SG 1;DAT;PRO;SG 3;FIN;NEUT;PFV;SG;V 2;FIN;NEG;SG;V _
_ _ _ _ करमणूक करायला आलो आहे .	तू चा राजपुत्र चा करमणूक करणे येणे असणे .	2;PL;PRO ADP MASC;N;SG ADP;FEM;SG ACC;FEM;N;SG V;V.CVB 1;FIN;MASC;PFV;SG;V 1;FIN;PRS;SG;V _
तो थांबला .	तो थांबणे .	3;MASC;NOM;PRO;SG 3;FIN;MASC;PFV;SG;V _
" देव दूर आहे आभाळात . "	" देव दूर असणे आभाळ . "	_ MASC;N;NOM;SG ADJ;NOM 3;FIN;PRS;SG;V ESS;N;NEUT;SG _ _
तो _ _ असेल !	तो जेम्स च असणे !	3;MASC;NOM;PRO;SG MASC;NOM;PROPN;SG PART 3;FIN;FUT;SG;V _
त्याने शेषाला सारा वृत्तान्त निवेदला .	तो शेष सारा वृत्तान्त निवेदणे .	3;ERG;MASC;PRO;SG DAT;MASC;N;SG ADJ;MASC;NOM;SG ACC;MASC;N;SG 3;FIN;MASC;PFV;SG;V _
लाटांनी नथ मोडली .	लाट नथ मोडणे .	ERG;FEM;N;PL ACC;FEM;N;SG 3;FEM;FIN;PFV;SG;V _
भीमा आज त्या मंदिरात गेला आणि ती घंटा दाणदाण वाजवू लागला .	भीमा आज तो मंदिर जाणे आणि तो घंटा दाणदाण वाजवणे लागणे .	MASC;NOM;PROPN;SG ADV DET ESS;N;NEUT;SG 3;FIN;MASC;PFV;SG;V CONJ DET;FEM;SG ACC;FEM;N;SG ADV NFIN;V 3;FIN;MASC;PFV;SG;V _
_ _ वडिलांना _ _ _ _ घालून स्वर्गात पाठविले .	तू चा वडिल मरणे वर सरण वर घालणे स्वर्ग पाठवणे .	2;PL;PRO ADP DAT;MASC;N;PL FIN;PFV;V ADP N;NEUT;SG ADP PFV;V;V.CVB ESS;MASC;N;SG 3;FIN;NEUT;PFV;SG;V _
ही रत्ने विकून एक राजवाडा खरेदी करा .	हा रत्न विकणे एक राजवाडा खरेदी करणे .	DET;FEM;SG ACC;N;NEUT;PL PFV;V;V.CVB DET;SG ACC;MASC;N;SG FEM;N;NOM;SG 2;FIN;IMP;PL;V _
लाडू खाऊन , पाणी पिऊन तो पुढे निघाला , तर त्याला एक हरिणी दिसली .	लाडू खाणे , पाणी पिणे तो पुढे निघाला , तर तो एक हरिणी दिसणे .	MASC;N;NOM;PL PFV;V;V.CVB _ N;NEUT;NOM;SG PFV;V;V.CVB 3;MASC;NOM;PRO;SG ADP 3;FIN;MASC;PFV;SG;V _ CONJ 3;DAT;MASC;PRO;SG DET;SG ACC;FEM;N;SG 3;FEM;FIN;PFV;SG;V _
तो नम्रतेने म्हणाला .	तो नम्रते म्हणणे .	3;MASC;NOM;PRO;SG FEM;INS;N;SG 3;FIN;MASC;PFV;SG;V _
आणि जेम्स _ _ काय करत आहे ?	आणि जेम्स झाड जवळ काय करणे असणे ?	CONJ MASC;NOM;PROPN;SG N;NEUT;SG ADP ACC;PRO IPFV;V;V.PTCP 3;FIN;PRS;SG;V _
_ _ , _ _ लोक बघत होते .	घर तून , गच्ची तून लोक बघणे असणे .	N;NEUT;PL ADP _ FEM;N;SG ADP MASC;N;NOM;PL IPFV;V;V.PTCP 3;FIN;MASC;PL;PST;V _
राजपुत्र माघारी आला .	राजपुत्र माघार येणे .	MASC;N;NOM;SG ADV 3;FIN;MASC;PFV;SG;V _
_ _ ही गर्दी !	राजवाडा समोर हा गर्दी !	MASC;N;SG ADP DET;FEM;SG FEM;N;NOM;SG _
_ _ _ दोन रत्ने बाहेर निघाली .	तो तून ही दोन रत्न बाहेर निघाली .	3;MASC;PL;PRO ADP PART NUM N;NEUT;NOM;PL ADP 3;FIN;NEUT;PFV;PL;V _
