suosittelisin , että sellaiset ihmiset menisivät nyt itseensä .	suositella , että sellainen ihminen mennä nyt itse .	1;ACT;COND;FIN;SG;V _ CONJ DET;NOM;PL N;NOM;PL 3;ACT;COND;FIN;PL;V ADV IN+ALL;PRO;PSS3;REFL;SG _
syrjäteiltä tunkeutui väkisin autoja yhtämittaiseen jonoon .	syrjätie tunkeutua väkisin auto yhtämittainen jono .	AT+ABL;N;PL 3;ACT;FIN;IND;PST;SG;V ADV N;PL;PRT ADJ;IN+ALL;SG IN+ALL;N;SG _
älä hulluja puhu .	ei hullu puhua .	2;ACT;FIN;IMP;NEG;SG;V ADJ;PL;PRT ACT;FIN;IND;PRS;V _
kivestäkö vai puusta	kivi vai puu	IN+ABL;N;SG CONJ IN+ABL;N;SG
loikkasen sisarukset olivat yksimielisiä : muutaman päivän syysloma piisaisi .	loikkanen sisarus olla yksimielinen : muutama päivä syysloma piisata .	GEN;PROPN;SG N;NOM;PL 3;ACT;FIN;IND;PL;PST;V ADJ;PL;PRT _ DET;GEN;SG GEN;N;SG N;NOM;SG 3;ACT;COND;FIN;SG;V _
arveletko löytäväsi perille ?	arvella löytää perille ?	2;ACT;FIN;IND;PRS;SG;V ACT;GEN;PSS2S;SG;V;V.PTCP ADV _
ja karhuhan se oli !	ja karhu se olla !	CONJ N;NOM;SG NOM;PRO;SG 3;ACT;FIN;IND;PST;SG;V _
miehet kurottuivat maahan hevosten selästä riippuen kiinni niiden harjoista .	mies kurottua maa hevonen selkä riippua kiinni ne harja .	N;NOM;PL 3;ACT;FIN;IND;PL;PST;V IN+ALL;N;SG GEN;N;PL IN+ABL;N;SG ACT;INS;NFIN;V ADV DET;GEN;PL IN+ABL;N;PL _
lauantai-iltaa kohden väkeä valui pikku hiljaa kohti aitoota .	lauantai-ilta kohden väki valua pikku hiljaa kohti aitoo .	N;PRT;SG ADP N;PRT;SG 3;ACT;FIN;IND;PST;SG;V ADJ ADV ADP PROPN;PRT;SG _
huone maksoi 905 markkaa vuorokaudelta .	huone maksaa 905 markka vuorokausi .	N;NOM;SG 3;ACT;FIN;IND;PST;SG;V NUM N;PRT;SG AT+ABL;N;SG _
ymmärrän kyllä , että tyytyväiset kansalaiset ovat puolueellesi kauhistus , sillä tyytymätön , työtön vaalikarja teidät hengissä pitää .	ymmärtää kyllä , että tyytyväinen kansalainen olla puolue kauhistus , sillä tyytymätön , työtön vaalikarja te hengissä pitää .	1;ACT;FIN;IND;PRS;SG;V PART _ CONJ ADJ;NOM;PL N;NOM;PL 3;ACT;FIN;IND;PL;PRS;V AT+ALL;N;PSS2S;SG N;NOM;SG _ CONJ ADJ;NOM;SG _ ADJ;NOM;SG N;NOM;SG 2;ACC;PL;PRO ADV 3;ACT;FIN;IND;PRS;SG;V _
jouni simola on pelaajana ollut voittamassa kahta sm-kultaa ja valmentajana hän on ollut saavuttamassa sm-hopeaa ja pronssia .	jouni simola olla pelaaja olla voittaa kaksi sm-kulta ja valmentaja hän olla olla saavuttaa sm-hopea ja pronssi .	NOM;PROPN;SG NOM;PROPN;SG 3;ACT;FIN;IND;PRS;SG;V FRML;N;SG ACT;NOM;SG;V;V.PTCP ACT;IN+ESS;NFIN;V NUM;PRT;SG N;PRT;SG CONJ FRML;N;SG 3;NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ACT;NOM;SG;V;V.PTCP ACT;IN+ESS;NFIN;V N;PRT;SG CONJ N;PRT;SG _
ota pöydästä leipää	ottaa pöytä leipä	2;ACT;FIN;IMP;SG;V IN+ABL;N;SG N;PRT;SG
ole siinä sitten huonopalkkainen humanisti tuommosen velkataakan alla .	olla siinä sitten huonopalkkainen humanisti tuommoinen velkataakka alla .	2;ACT;FIN;IMP;SG;V ADV PART ADJ;NOM;SG N;NOM;SG DET;GEN;SG GEN;N;SG ADP _
joen pelätään saastuneen vuosiksi	joki pelätä saastua vuosi	GEN;N;SG FIN;IND;PASS;PRS;V ACT;GEN;SG;V;V.PTCP N;PL;TRANS
- työ .	- työ .	_ N;NOM;SG _
meidän jokaisen apuna	me jokainen apu	1;DET;GEN;PL GEN;PRO;SG FRML;N;SG
pienetkin mukaan lukien	pieni mukaan lukea	ADJ;NOM;PL ADV ACT;INS;NFIN;V
häntä ei uskoisi paikkansa löytäneeksi .	hän ei uskoa paikka löytää .	3;PRO;PRT;SG 3;ACT;FIN;NEG;SG;V ACT;COND;FIN;V GEN;N;PSS3;SG ACT;SG;TRANS;V;V.PTCP _
juustokin jäi jääkaappiin .	juusto jäädä jääkaappi .	N;NOM;SG 3;ACT;FIN;IND;PST;SG;V IN+ALL;N;SG _
liika rasva toimi muinoin laihojen aikojen energiavarastona .	liika rasva toimia muinoin laiha aika energiavarasto .	ADJ;NOM;SG N;NOM;SG 3;ACT;FIN;IND;PST;SG;V ADV ADJ;GEN;PL GEN;N;PL FRML;N;SG _
auto pyöri sähkötolppaan .	auto pyöriä sähkötolppa .	N;NOM;SG 3;ACT;FIN;IND;PST;SG;V IN+ALL;N;SG _
ihmisiä ja koiria on hänen mielestään mukava pomottaa .	ihminen ja koira olla hän mielestä mukava pomottaa .	N;PL;PRT CONJ N;PL;PRT 3;ACT;FIN;IND;PRS;SG;V 3;GEN;PRO;SG ADP;PSS3 ADJ;NOM;SG ACT;NFIN;V _
savannah ja minä olemme monessa suhteessa samanlaisia .	savannah ja minä olla moni suhde samanlainen .	NOM;PROPN;SG CONJ 1;NOM;PRO;SG 1;ACT;FIN;IND;PL;PRS;V DET;IN+ESS;SG IN+ESS;N;SG ADJ;PL;PRT _
asia ei ole niin kuin aiempien kuvausten perusteella arvaisi	asia ei olla niin kuin aiempi kuvaus perusteella arvata	N;NOM;SG 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V ADV CONJ ADJ;CMPR;GEN;PL GEN;N;PL ADP 3;ACT;COND;FIN;SG;V
ehdoin tahdoin	ehto tahto	INS;N;PL INS;N;PL
poikasia kuoli sadoittain .	poikanen kuolla sadoittain .	N;PL;PRT 3;ACT;FIN;IND;PST;SG;V ADV _
sai paikalla olleelta ulkoministeri tarja haloselta jo tutuksi tulleen vastauksen , jonka mukaan maamiinojen kieltäminen on suomenkin pitkän aikavälin tavoite .	saada paikka olla ulkoministeri tarja halonen jo tuttu tulla vastaus , joka mukaan maamiina kieltäminen olla suomi pitkä aikaväli tavoite .	3;ACT;FIN;IND;PST;SG;V AT+ESS;N;SG ACT;AT+ABL;SG;V;V.PTCP N;NOM;SG NOM;PROPN;SG AT+ABL;PROPN;SG PART ADJ;SG;TRANS ACT;GEN;SG;V;V.PTCP GEN;N;SG _ GEN;PRO;SG ADP GEN;N;PL N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V GEN;PROPN;SG ADJ;GEN;SG GEN;N;SG N;NOM;SG _
kokoelma on välittäjän hallussa .	kokoelma olla välittäjä hallussa .	N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V GEN;N;SG ADP _
paitsi kulttuurinautintoja , myydään vieraille myös t-paitoja , selkäreppuja ja erikoiskännyköitä .	paitsi kulttuurinautinto , myydä vieras myös t-paita , selkäreppu ja erikoiskännykkä .	ADP N;PL;PRT _ FIN;IND;PASS;PRS;V AT+ALL;N;PL PART N;PL;PRT _ N;PL;PRT CONJ N;PL;PRT _
johtaja vaati paperit nähtäväkseen .	johtaja vaatia paperi nähdä .	N;NOM;SG 3;ACT;FIN;IND;PST;SG;V N;NOM;PL PASS;PSS3;SG;TRANS;V;V.PTCP _
sodan uhka	sota uhka	GEN;N;SG N;NOM;SG
lökärit on täysii pellei kaikki	lökäri olla täysi pelle kaikki	N;NOM;PL 3;ACT;FIN;IND;PRS;SG;V ADJ;PL;PRT N;PL;PRT NOM;PRO
pauliina pääsi suhteesta selville .	pauliina päästä suhde selville .	NOM;PROPN;SG 3;ACT;FIN;IND;PST;SG;V IN+ABL;N;SG ADV _
meistä tulee onnellisia .	me tulla onnellinen .	1;IN+ABL;PL;PRO 3;ACT;FIN;IND;PRS;SG;V ADJ;PL;PRT _
meillä on kuuma .	me olla kuuma .	1;AT+ESS;PL;PRO 3;ACT;FIN;IND;PRS;SG;V ADJ;NOM;SG _
suomen 500:n kiintiö on samansuuruinen tanskan kanssa norjan ja ruotsin kiintiön ollessa vähintään kaksinkertainen .	suomi 500 kiintiö olla samansuuruinen tanska kanssa norja ja ruotsi kiintiö olla vähintään kaksinkertainen .	GEN;PROPN;SG GEN;NUM;SG N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V ADJ;NOM;SG GEN;PROPN;SG ADP GEN;PROPN;SG CONJ GEN;PROPN;SG GEN;N;SG ACT;IN+ESS;NFIN;V PART ADJ;NOM;SG _
linjasta poikkeaminen	linja poikkeaminen	IN+ABL;N;SG N;NOM;SG
he itse saivat tunnustusta .	he itse saada tunnustus .	3;NOM;PL;PRO NOM;PRO;REFL;SG 3;ACT;FIN;IND;PL;PST;V N;PRT;SG _
ylivieskan kotihoito uusiksi	ylivieska kotihoito uusiksi	GEN;PROPN;SG N;NOM;SG ADV
tuskin elina huomasi , että hänen lasinsa täytettiin uudelleen .	tuskin elina huomata , että hän lasi täyttää uudelleen .	PART NOM;PROPN;SG 3;ACT;FIN;IND;PST;SG;V _ CONJ 3;DET;GEN;SG N;NOM;PSS3;SG FIN;IND;PASS;PST;V ADV _
jokainen voi oppia tempun tai kaksi , mutta kukaan ei nouse kadulta taikuriksi .	jokainen voida oppia temppu tai kaksi , mutta kukaan ei nousta katu taikuri .	NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ACT;NFIN;V GEN;N;SG CONJ NOM;NUM;SG _ CONJ NOM;PRO;SG 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V AT+ABL;N;SG N;SG;TRANS _
urheiden sotatyttöjen heilat uskaltautuivat vain vaivoin harjoitusalueelle .	urhea sotatyttö heila uskaltautua vain vaivoin harjoitusalue .	ADJ;GEN;PL GEN;N;PL N;NOM;PL 3;ACT;FIN;IND;PL;PST;V PART ADV AT+ALL;N;SG _
epävarma juristitar palkkaa huippumiehen avukseen .	epävarma juristitar palkata huippumies apu .	ADJ;NOM;SG N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V GEN;N;SG N;PSS3;SG;TRANS _
tämä pitää pestä .	tämä pitää pestä .	NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ACT;NFIN;V _
kummastakin liikkeestä varkaat saivat saaliikseen muutaman litran maitoa .	kumpikin liike varas saada saalis muutama litra maito .	DET;IN+ABL;SG IN+ABL;N;SG N;NOM;PL 3;ACT;FIN;IND;PL;PST;V N;PSS3;SG;TRANS DET;GEN;SG GEN;N;SG N;PRT;SG _
näitä tulevaisuuden odotuksia luonnehtii ensinnäkin toive liikenteen volyymin jatkuvasta kasvusta .	nämä tulevaisuus odotus luonnehtia ensinnäkin toive liikenne volyymi jatkua kasvu .	DET;PL;PRT GEN;N;SG N;PL;PRT 3;ACT;FIN;IND;PRS;SG;V ADV N;NOM;SG GEN;N;SG GEN;N;SG ACT;IN+ABL;SG;V;V.PTCP IN+ABL;N;SG _
sehän on poliisin tehtävä , vai mitä ?	se olla poliisi tehtävä , vai mikä ?	NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V GEN;N;SG N;NOM;SG _ CONJ PRO;PRT _
rajamäen tasoitusyritys viime minuutilla livahti vain niukasti yli kanadan maalin .	rajamäki tasoitusyritys viime minuutti livahtaa vain niukasti yli kanada maali .	GEN;PROPN;SG N;NOM;SG ADJ AT+ESS;N;SG 3;ACT;FIN;IND;PST;SG;V PART ADV ADP GEN;PROPN;SG GEN;N;SG _
viikonloppuna olisi vapaata ja parina arki-iltana harrastaisi jotain .	viikonloppu olla vapaa ja pari arki-ilta harrastaa jokin .	FRML;N;SG 3;ACT;COND;FIN;SG;V N;PRT;SG CONJ FRML;NUM;SG FRML;N;SG 3;ACT;COND;FIN;SG;V PRO;PRT;SG _
hinnat vaihtelevat asunnon sijainnista riippuen .	hinta vaihdella asunto sijainti riippuen .	N;NOM;PL 3;ACT;FIN;IND;PL;PRS;V GEN;N;SG IN+ABL;N;SG ADP _
olisi iltasta , kuului emännän ääni pirtistä , kun hän oli porstuassa .	olla iltanen , kuulua emäntä ääni pirtti , kun hän olla porstua .	3;ACT;COND;FIN;SG;V N;PRT;SG _ 3;ACT;FIN;IND;PST;SG;V GEN;N;SG N;NOM;SG IN+ABL;N;SG _ CONJ 3;NOM;PRO;SG 3;ACT;FIN;IND;PST;SG;V IN+ESS;N;SG _
hoitohenkilökunnan keskuudessa tarvitaan työnohjausta .	hoitohenkilökunta keskuudessa tarvita työnohjaus .	GEN;N;SG ADP FIN;IND;PASS;PRS;V N;PRT;SG _
kävitkö siellä sitten ?	käydä siellä sitten ?	2;ACT;FIN;IND;PST;SG;V ADV ADV _
miten vanha sinä olet ?	miten vanha sinä olla ?	ADV ADJ;NOM;SG 2;NOM;PRO;SG 2;ACT;FIN;IND;PRS;SG;V _
ne olisivat mukavia kuulla .	ne olla mukava kuulla .	NOM;PL;PRO 3;ACT;COND;FIN;PL;V ADJ;PL;PRT ACT;NFIN;V _
täytyy oppia sietämään epävarmuutta .	täytyä oppia sietää epävarmuus .	3;ACT;FIN;IND;PRS;SG;V ACT;NFIN;V ACT;IN+ALL;NFIN;V N;PRT;SG _
se on sirote , jota levitetään ohuesti muurahaisten esiintymispaikoille .	se olla sirote , joka levittää ohuesti muurahainen esiintymispaikka .	NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V N;NOM;SG _ PRO;PRT;SG FIN;IND;PASS;PRS;V ADV GEN;N;PL AT+ALL;N;PL _
ongelmana oli se , että kyse oli erittäin suuresta osakemäärästä .	ongelma olla se , että kyse olla erittäin suuri osakemäärä .	FRML;N;SG 3;ACT;FIN;IND;PST;SG;V NOM;PRO;SG _ CONJ N;NOM;SG 3;ACT;FIN;IND;PST;SG;V PART ADJ;IN+ABL;SG IN+ABL;N;SG _
x:ineen päivineen	x päivä	COM;N;PSS3 COM;N;PSS3
hän istui hajareisin mukavalla oksalla tai nojasi oksanhaaraan kuin koulun pulpettiin , paperi pienellä pöydällä , mustepullo puun kolossa .	hän istua hajareisin mukava oksa tai nojata oksanhaara kuin koulu pulpetti , paperi pieni pöytä , mustepullo puu kolo .	3;NOM;PRO;SG 3;ACT;FIN;IND;PST;SG;V ADV ADJ;AT+ESS;SG AT+ESS;N;SG CONJ 3;ACT;FIN;IND;PST;SG;V IN+ALL;N;SG CONJ GEN;N;SG IN+ALL;N;SG _ N;NOM;SG ADJ;AT+ESS;SG AT+ESS;N;SG _ N;NOM;SG GEN;N;SG IN+ESS;N;SG _
kaikki äidinkielestä riippumatta taisivat ymmärtää keskustelun sisällön .	kaikki äidinkieli riippumatta taitaa ymmärtää keskustelu sisältö .	NOM;PRO IN+ABL;N;SG ADP 3;ACT;FIN;IND;PL;PST;V ACT;NFIN;V GEN;N;SG GEN;N;SG _
vaikka sataisi pitkään , hän ei olisi masentunut .	vaikka sataa pitkään , hän ei olla masentunut .	CONJ 3;ACT;COND;FIN;SG;V ADV _ 3;NOM;PRO;SG 3;ACT;FIN;NEG;SG;V ACT;COND;FIN;V ADJ;NOM;SG _
hän painoi trasselia haljennutta kämmentä vasten .	hän painaa trasseli haljennut kämmen vasten .	3;NOM;PRO;SG 3;ACT;FIN;IND;PST;SG;V N;PRT;SG ADJ;PRT;SG N;PRT;SG ADP _
ilmeisen taitava	ilmeinen taitava	ADJ;GEN;SG ADJ;NOM;SG
suomi palaa samaan syöksykierteeseen kuin missä ruotsi on .	suomi palata sama syöksykierre kuin mikä ruotsi olla .	NOM;PROPN;SG 3;ACT;FIN;IND;PRS;SG;V DET;IN+ALL;SG IN+ALL;N;SG CONJ IN+ESS;PRO NOM;PROPN;SG 3;ACT;FIN;IND;PRS;SG;V _
sattuma tekee kuitenkin tehtävänsä ja proffassa tapahtuu aito pehmennys .	sattuma tehdä kuitenkin tehtävä ja proffa tapahtua aito pehmennys .	N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V PART GEN;N;PSS3;SG CONJ IN+ESS;N;SG 3;ACT;FIN;IND;PRS;SG;V ADJ;NOM;SG N;NOM;SG _
oli kohdannut oikean kirjan ja oikean kohdan .	olla kohdata oikea kirja ja oikea kohta .	3;ACT;FIN;IND;PST;SG;V ACT;NOM;SG;V;V.PTCP ADJ;GEN;SG GEN;N;SG CONJ ADJ;GEN;SG GEN;N;SG _
meidän on huolehdittava tämän pienen suomen kulttuurista .	me olla huolehtia tämä pieni suomi kulttuuri .	1;GEN;PL;PRO 3;ACT;FIN;IND;PRS;SG;V NOM;PASS;SG;V;V.PTCP DET;GEN;SG ADJ;GEN;SG GEN;PROPN;SG IN+ABL;N;SG _
sen takia en voi tanssia että minä odotan lasta .	se takia ei voida tanssia että minä odottaa lapsi .	GEN;PRO;SG ADP 1;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V ACT;NFIN;V CONJ 1;NOM;PRO;SG 1;ACT;FIN;IND;PRS;SG;V N;PRT;SG _
tunnelma ei vielä ole suomalaisittain räyhäkäs .	tunnelma ei vielä olla suomalaisittain räyhäkäs .	N;NOM;SG 3;ACT;FIN;NEG;SG;V PART ACT;FIN;IND;PRS;V ADV ADJ;NOM;SG _
irja ranin , o.s. hämeranta , syntyi nurmeksessa 7. huhtikuuta 1930 .	irja ranin , o.s. hämeranta , syntyä nurmes 7. huhtikuu 1930 .	NOM;PROPN;SG NOM;PROPN;SG _ PART NOM;PROPN;SG _ 3;ACT;FIN;IND;PST;SG;V IN+ESS;PROPN;SG ADJ N;PRT;SG NUM _
mulla ei ole mitään päälle pantavaa .	minä ei olla mikään päälle panna .	1;AT+ESS;PRO;SG 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V DET;PRT ADV PASS;PRT;SG;V;V.PTCP _
pallo hipaisi tyttöä korvaan	pallo hipaista tyttö korva	N;NOM;SG 3;ACT;FIN;IND;PST;SG;V N;PRT;SG IN+ALL;N;SG
melkein jokainen meistä	melkein jokainen me	PART DET;NOM;SG 1;IN+ABL;PL;PRO
parane pian .	parata pian .	2;ACT;FIN;IMP;SG;V ADV _
mikko tarkasteli ovea .	mikko tarkastella ovi .	NOM;PROPN;SG 3;ACT;FIN;IND;PST;SG;V N;PRT;SG _
kokonaisen levyn .	kokonainen levy .	ADJ;GEN;SG GEN;N;SG _
asun missä kulloinkin huvittaa	asua missä kulloinkin huvittaa	1;ACT;FIN;IND;PRS;SG;V ADV ADV 3;ACT;FIN;IND;PRS;SG;V
tehkää hänestä puolustusministeri .	tehdä hän puolustusministeri .	2;ACT;FIN;IMP;PL;V 3;IN+ABL;PRO;SG N;NOM;SG _
mikko katseli veneen jälkeensä jättämää vanaa .	mikko katsella vene jälkeen jättää vana .	NOM;PROPN;SG 3;ACT;FIN;IND;PST;SG;V GEN;N;SG ADV;PSS3 PRT;SG;V;V.PTCP N;PRT;SG _
kenen luota lapsi hakee turvaa pelon hetkellä .	kuka luota lapsi hakea turva pelko hetki .	GEN;PRO;SG ADP N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V N;PRT;SG GEN;N;SG AT+ESS;N;SG _
ehkä mies oli kotoisin suuren muurin takaa ?	ehkä mies olla kotoisin suuri muuri takaa ?	PART N;NOM;SG 3;ACT;FIN;IND;PST;SG;V ADV ADJ;GEN;SG GEN;N;SG ADP _
hän on eksynyt ja epävarma , järkkynyt , ja siksi avoin .	hän olla eksynyt ja epävarma , järkkynyt , ja siksi avoin .	3;NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ADJ;NOM;SG CONJ ADJ;NOM;SG _ ADJ;NOM;SG _ CONJ ADV ADJ;NOM;SG _
minulla ei ole autoa .	minä ei olla auto .	1;AT+ESS;PRO;SG 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V N;PRT;SG _
" täältä löytyy tämmöinenkin termi kuin lukihäiriö . "	" täältä löytyä tämmöinen termi kuin lukihäiriö . "	_ ADV 3;ACT;FIN;IND;PRS;SG;V DET;NOM;SG N;NOM;SG CONJ N;NOM;SG _ _
jalkapalloilija eric cantona ei ehkä potki jalkapalloa ammatikseen enää ikinä elämänsä aikana .	jalkapalloilija eric cantona ei ehkä potkia jalkapallo ammatti enää ikinä elämä aikana .	N;NOM;SG NOM;PROPN;SG NOM;PROPN;SG 3;ACT;FIN;NEG;SG;V PART ACT;FIN;IND;PRS;V N;PRT;SG N;PSS3;SG;TRANS PART ADV GEN;N;PSS3;SG ADP _
myös presidentti boris jeltsin näytti olevan kuin ällikällä lyöty .	myös presidentti boris jeltsin näyttää olla kuin ällikällä lyödä .	PART N;NOM;SG NOM;PROPN;SG NOM;PROPN;SG 3;ACT;FIN;IND;PST;SG;V ACT;GEN;SG;V;V.PTCP CONJ ADV NOM;PASS;SG;V;V.PTCP _
koko aamupualen yätä sato että rotis .	koko aamupuoli yö sataa että rotista .	ADJ GEN;N;SG N;PRT;SG 3;ACT;FIN;IND;PST;SG;V CONJ 3;ACT;FIN;IND;PST;SG;V _
pidätystä arvosteltiinkin kärkevyydellä , johon ei putinin yhteydessä ole viime aikoina enää totuttu .	pidätys arvostella kärkevyys , joka ei putin yhteydessä olla viime aika enää tottua .	N;PRT;SG FIN;IND;PASS;PST;V AT+ESS;N;SG _ IN+ALL;PRO;SG 3;ACT;FIN;NEG;SG;V GEN;PROPN;SG ADP ACT;FIN;IND;PRS;V ADJ FRML;N;PL PART NOM;PASS;SG;V;V.PTCP _
miehen pitää aina saada tuntea olevansa ykkönen .	mies pitää aina saada tuntea olla ykkönen .	GEN;N;SG 3;ACT;FIN;IND;PRS;SG;V ADV ACT;NFIN;V ACT;NFIN;V ACT;GEN;PSS3;SG;V;V.PTCP N;NOM;SG _
pää meni painuksiin .	pää mennä painuksiin .	N;NOM;SG 3;ACT;FIN;IND;PST;SG;V ADV _
viron ensimmäisen itsenäisyyden aikana	viro ensimmäinen itsenäisyys aikana	GEN;PROPN;SG ADJ;GEN;SG GEN;N;SG ADP
kun turussa kuoli shialainen muslimi , hautauksesta tuli ongelma , koska perinteen mukaan hautaaminen tulee toimittaa nopeasti .	kun turku kuolla shialainen muslimi , hautaus tulla ongelma , koska perinne mukaan hautaaminen tulla toimittaa nopeasti .	CONJ IN+ESS;PROPN;SG 3;ACT;FIN;IND;PST;SG;V ADJ;NOM;SG N;NOM;SG _ IN+ABL;N;SG 3;ACT;FIN;IND;PST;SG;V N;NOM;SG _ CONJ GEN;N;SG ADP N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V ACT;NFIN;V ADV _
jalallinen pöytä	jalallinen pöytä	ADJ;NOM;SG N;NOM;SG
sekä sak että sttk vaativat hallitukselta työttömyysturvan leikkausten olennaista pienentämistä .	sekä sak että sttk vaatia hallitus työttömyysturva leikkaus olennainen pienentäminen .	CONJ NOM;PROPN;SG CONJ NOM;PROPN;SG 3;ACT;FIN;IND;PL;PRS;V AT+ABL;N;SG GEN;N;SG GEN;N;PL ADJ;PRT;SG N;PRT;SG _
apurahan turvin ja kahvin voimalla hän voi keskittyä työhönsä .	apuraha turvin ja kahvi voimalla hän voida keskittyä työ .	GEN;N;SG ADP CONJ GEN;N;SG ADP 3;NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V ACT;NFIN;V IN+ALL;N;PSS3;SG _
tämä munkki on herkullinen	tämä munkki olla herkullinen	DET;NOM;SG N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V ADJ;NOM;SG
ei sitä tiedä koska vastaava tilanne sattuu eteen .	ei se tietää koska vastaava tilanne sattua eteen .	3;ACT;FIN;NEG;SG;V PRO;PRT;SG ACT;FIN;IND;PRS;V CONJ ADJ;NOM;SG N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V ADV _
myös kello asettuu aikaan pdc-kanavan tietojen perusteella , ja vain pdc-kanavat saavat asematunnukset .	myös kello asettua aika pdc-kanava tieto perusteella , ja vain pdc-kanava saada asematunnus .	PART N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V IN+ALL;N;SG GEN;N;SG GEN;N;PL ADP _ CONJ PART N;NOM;PL 3;ACT;FIN;IND;PL;PRS;V N;NOM;PL _
ja just se niinku sit viimesenä et tiedätkö sinä mistä sinun miestäsi - törkeästä ryöstöstä tai törkeästä varkaudesta mä sanoin et tiedän hyvin , ja sit mä koko ajan mä ärsytin sitä miestä silleen et mä olin ihan rauhallinen sit mä niinku et ollaan ihan rauhallisia sit	ja just se niinkuin sitten viimeinen että tietää sinä mikä sinä mies - törkeä ryöstö tai törkeä varkaus minä sanoa että tietää hyvin , ja sitten minä koko aika minä ärsyttää se mies silleen että minä olla ihan rauhallinen sitten minä niinkuin että olla ihan rauhallinen sitten	CONJ PART NOM;PRO;SG PART ADV ADJ;FRML;SG CONJ 2;ACT;FIN;IND;PRS;SG;V 2;NOM;PRO;SG IN+ABL;PRO 2;DET;GEN;SG N;PRT;PSS2S;SG _ ADJ;IN+ABL;SG IN+ABL;N;SG CONJ ADJ;IN+ABL;SG IN+ABL;N;SG 1;NOM;PRO;SG 1;ACT;FIN;IND;PST;SG;V CONJ 1;ACT;FIN;IND;PRS;SG;V ADV _ CONJ ADV 1;NOM;PRO;SG ADJ GEN;N;SG 1;NOM;PRO;SG 1;ACT;FIN;IND;PST;SG;V DET;PRT;SG N;PRT;SG ADV CONJ 1;NOM;PRO;SG 1;ACT;FIN;IND;PST;SG;V PART ADJ;NOM;SG ADV 1;NOM;PRO;SG PART CONJ FIN;IND;PASS;PRS;V PART ADJ;PL;PRT ADV
metsäteollisuuden oman arvion mukaan täksi vuodeksi ennustetaan 96 prosentin käyttöastetta .	metsäteollisuus oma arvio mukaan tämä vuosi ennustaa 96 prosentti käyttöaste .	GEN;N;SG ADJ;GEN;SG GEN;N;SG ADP DET;SG;TRANS N;SG;TRANS FIN;IND;PASS;PRS;V NUM GEN;N;SG N;PRT;SG _
illan bändi pakkasi energiaa	ilta bändi pakata energia	GEN;N;SG N;NOM;SG 3;ACT;FIN;IND;PST;SG;V N;PRT;SG
laatikon askartelee mukavasti mökillä sadepäivän puhdetyönä .	laatikko askarrella mukavasti mökki sadepäivä puhdetyö .	GEN;N;SG 3;ACT;FIN;IND;PRS;SG;V ADV AT+ESS;N;SG GEN;N;SG FRML;N;SG _
laki sallii satunnaisesti kulkea yksityisteillä .	laki sallia satunnaisesti kulkea yksityistie .	N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V ADV ACT;NFIN;V AT+ESS;N;PL _
isä istui tuolilla .	isä istua tuoli .	N;NOM;SG 3;ACT;FIN;IND;PST;SG;V AT+ESS;N;SG _
myös koululla ollaan sitä mieltä , että ruokahuollosta ei ole muodostunut ongelmaa .	myös koulu olla se mieli , että ruokahuolto ei olla muodostua ongelma .	PART AT+ESS;N;SG FIN;IND;PASS;PRS;V DET;PRT;SG N;PRT;SG _ CONJ IN+ABL;N;SG 3;ACT;FIN;NEG;SG;V ACT;FIN;IND;PRS;V ACT;NOM;SG;V;V.PTCP N;PRT;SG _
