հիմա , իհարկե , շատ ավելին գիտենք ։	հիմա , իհարկե , շատ ավելի գիտենալ ։	ADV _ PART _ ADJ DEF;N;NHUM;NOM;SG 1;ACT;FIN;IND;IPFV;PL;POS;PRS;V _
88-ի փետրվարի 20-ին մենք օպերայի հրապարակ մտանք մի ՛ երկրում , իսկ փետրվարի 22-ին այլ ՛ երկրում էինք արդեն , որովհետև երկար ու խոնարհ լռած խորհրդային հայ ժողովուրդը դուրս էր եկել փողոց ՝ զգալով , որ խորհրդային գիշատիչը ծնկել էր :	88 փետրվար 20 մենք օպերա հրապարակ մտնել մի ՛ երկիր , իսկ փետրվար 22 այլ ՛ երկիր եմ արդեն , որովհետև երկար ու խոնարհ լռել խորհրդային հայ ժողովուրդ դուրս եմ գալ փողոց ՝ զգալ , որ խորհրդային գիշատիչ ծնկել եմ :	DAT;INDF;N;NHUM;SG DAT;INDF;N;NHUM;SG DAT;DEF;N;NHUM;SG 1;NOM;PL;PRO DAT;INDF;N;NHUM;SG INDF;N;NHUM;NOM;SG 1;FIN;IND;MID;PFV;PL;POS;PST;V DET _ ESS;INDF;N;NHUM;SG _ CONJ DAT;INDF;N;NHUM;SG DAT;DEF;N;NHUM;SG DET _ ESS;INDF;N;NHUM;SG 1;FIN;IND;IPFV;PL;POS;V ADV _ CONJ ADV CONJ ADV MID;PFV;POS;V;V.PTCP ADJ ADJ DEF;HUM;N;NOM;SG ADV 3;FIN;IND;IPFV;POS;SG;V MID;PFV;V;V.PTCP INDF;N;NHUM;NOM;SG _ ACT;INDF;INS;POS;V;V.CVB _ CONJ ADJ DEF;N;NHUM;NOM;SG ACT;PFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V _
կանգառներում կամ փողոցի ուզածդ կետում ազատ մեքենա սպասողներից իր ուղևորին հարութը շուտ ջոկում է ։	կանգառ կամ փողոց ուզած կետ ազատ մեքենա սպասող ինքը ուղևոր հարութ շուտ ջոկել եմ ։	ESS;INDF;N;NHUM;PL CONJ DAT;INDF;N;NHUM;SG N;NHUM;NOM;PSS2S;SG ESS;INDF;N;NHUM;SG ADJ INDF;N;NHUM;NOM;SG AT+ABL;HUM;INDF;N;PL 3;DET;GEN;REFL;SG DAT;DEF;HUM;N;SG DEF;HUM;NOM;PROPN;SG ADV ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V _
սատանան անպատասխան ժպտում էր , և այդ ժպիտը որոշակի եզր չուներ և ուղղություն չուներ . այն հարափոփոխ ձևերով փափուկ ու դանդաղ կոլոլվում էր , իր մեջ առնում ամեն ինչ և էլի գնում , անընդհատ գնում , անտարբեր ու սովորական դարձնում ամեն ինչ , աննշան ու անիմաստ դարձնում ամեն ինչ ՝ և ՛ ժամանակը , և ՛ լույսը , և ՛ իրերի չափուկշռույթը , և իրողությունների չափանիշները ...	սատանա անպատասխան ժպտալ եմ , և այդ ժպիտ որոշակի եզր ունենալ և ուղղություն ունենալ . այն հարափոփոխ ձև փափուկ ու դանդաղ կոլոլվել եմ , ինքը մեջ առնել ամեն ինչ և էլի գնալ , անընդհատ գնալ , անտարբեր ու սովորական դառնալ ամեն ինչ , աննշան ու անիմաստ դառնալ ամեն ինչ ՝ և ՛ ժամանակ , և ՛ լույս , և ՛ իր չափուկշռույթ , և իրողություն չափանիշ ...	DEF;HUM;N;NOM;SG ADV IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V _ CONJ DET DEF;N;NHUM;NOM;SG ADJ INDF;N;NHUM;NOM;SG 3;ACT;FIN;IND;IPFV;NEG;SG;V CONJ INDF;N;NHUM;NOM;SG 3;ACT;FIN;IND;IPFV;NEG;SG;V _ PRO;SG ADJ INDF;INS;N;NHUM;PL ADV CONJ ADV IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V _ 3;GEN;PRO;REFL;SG ADP;NOM ACT;IPFV;V;V.PTCP DET INDF;NOM;PRO;SG CONJ ADV IPFV;MID;V;V.PTCP _ ADV IPFV;MID;V;V.PTCP _ ADJ CONJ ADJ ACT;IPFV;V;V.PTCP DET INDF;NOM;PRO;SG _ ADJ CONJ ADJ ACT;IPFV;V;V.PTCP DET INDF;NOM;PRO;SG _ CONJ _ DEF;N;NHUM;NOM;SG _ CONJ _ DEF;N;NHUM;NOM;SG _ CONJ _ DAT;INDF;N;NHUM;PL DEF;N;NHUM;NOM;SG _ CONJ DAT;INDF;N;NHUM;PL DEF;N;NHUM;NOM;PL _
եվրոպայի կտրվածքով էլ մեր հայաստանը մոտ է լավագույն 30 հավաքականների շարքում ընդգրկվելուն :	եվրոպա կտրվածք էլ մենք հայաստան մոտ եմ լավ 30 հավաքական շարք ընդգրկել :	DAT;INDF;NHUM;PROPN;SG INDF;INS;N;NHUM;SG PART 1;DET;GEN;PL DEF;NHUM;NOM;PROPN;SG ADJ 3;FIN;IND;IPFV;POS;PRS;SG;V ADJ;RL NUM DAT;INDF;N;NHUM;PL ESS;INDF;N;NHUM;SG DAT;DEF;PASS;POS;V;V.CVB _
բայց մի բան գիտեմ հաստատ . մեր մեջ խտանյութի պես փոքրիկ , բայց ամուր բյուրեղներով իրար էին միացած անարդարությունների ամբողջ տեսականու դեմ ընդվզումը ՝ 1915-ի ցեղասպանությունից մինչև ադրբեջանի կազմում հայաթափվող հայկական նախիջևանի ինքնավար հանրապետություն ու լեռնային ղարաբաղի ինքնավար մարզ , մինչև հայաստանի հանրապետության էկոլոգիան աղտոտող արդյունաբերական հսկաներ , որոնցից և ոչ մեկը չէր կարող աշխատել ինքնուրույն ՝ առանց խորհրդային երկրի անծայր տարածքներում գործող մյուս գործարանների :	բայց մի բան գիտենալ հաստատ . մենք մեջ խտանյութ պես փոքրիկ , բայց ամուր բյուրեղ իրար եմ միանալ անարդարություն ամբողջ տեսականի դեմ ընդվզում ՝ 1915 ցեղասպանություն մինչև ադրբեջան կազմ հայաթափել հայկական նախիջևան ինքնավար հանրապետություն ու լեռնային ղարաբաղ ինքնավար մարզ , մինչև հայաստան հանրապետություն էկոլոգիա աղտոտել արդյունաբերական հսկա , որ և ոչ մեկը եմ կարող աշխատել ինքնուրույն ՝ առանց խորհրդային երկիր անծայր տարածք գործել մյուս գործարան :	CONJ DET INDF;N;NHUM;NOM;SG 1;ACT;FIN;IND;IPFV;POS;PRS;SG;V ADV _ 1;GEN;PL;PRO ADP;NOM DAT;INDF;N;NHUM;SG ADP ADJ _ CONJ ADJ INDF;INS;N;NHUM;PL DAT;PL;PRO 3;FIN;IND;IPFV;PL;POS;V MID;PFV;POS;V;V.PTCP DAT;INDF;N;NHUM;PL DET DAT;INDF;N;NHUM;SG ADP DEF;N;NHUM;NOM;SG _ DAT;INDF;N;NHUM;SG AT+ABL;INDF;N;NHUM;SG ADP DAT;INDF;NHUM;PROPN;SG ESS;INDF;N;NHUM;SG PASS;POS;V;V.PTCP ADJ DAT;INDF;NHUM;PROPN;SG ADJ INDF;N;NHUM;NOM;SG CONJ ADJ DAT;INDF;NHUM;PROPN;SG ADJ INDF;N;NHUM;NOM;SG _ ADP DAT;INDF;NHUM;PROPN;SG DAT;INDF;N;NHUM;SG DEF;N;NHUM;NOM;SG ACT;POS;V;V.PTCP ADJ INDF;N;NHUM;NOM;PL _ AT+ABL;DET;PL CONJ PART NOM;PRO 3;FIN;IND;IPFV;NEG;SG;V ADJ MID;NFIN;POS;V ADV _ ADP ADJ DAT;INDF;N;NHUM;SG ADJ ESS;INDF;N;NHUM;PL MID;POS;V;V.PTCP DET DAT;INDF;N;NHUM;PL _
կդառնա այդ դիսկուրսն իրականություն , թե ոչ , կախված է արդեն մարտավարական քայլերից :	դառնալ այդ դիսկուրս իրականություն , թե ոչ , կախվել եմ արդեն մարտավարական քայլ :	3;COND;FIN;MID;POS;PROSP;PRS;SG;V DET DEF;N;NHUM;NOM;SG INDF;N;NHUM;NOM;SG _ CONJ PART _ MID;PFV;POS;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V ADV ADJ AT+ABL;INDF;N;NHUM;PL _
վերջին հաշվով ՝ իրավապահ մարմինների գործը պետք է լինի բացահայտել այդ չարաշահումներն ու պարզել , ըստ այդմ ՝ նաև հասարակությանը ներկայացնել , թե անցնող երկու տարիների ընթացքում ինչ են արել այդ ճանապարհին հին կառավարությունը և կապի ու տրանսպորտի նախկին նախարարը , ինչքանով են նրանք պատասխանատու շինարարության ներկայիս վիճակի և մոտ մեկ միլիարդ վարկային հավելյալ բեռի ծախսման արդյունավետության կամ անարդյունավետության համար :	վերջին հաշիվ ՝ իրավապահ մարմին գործ պետք եմ լինել բացահայտել այդ չարաշահում ու պարզել , ըստ այդմ ՝ նաև հասարակություն ներկայանալ , թե անցնել երկու տարի ընթացք ինչ եմ անել այդ ճանապարհ հին կառավարություն և կապ ու տրանսպորտ նախկին նախարար , ինչքան եմ նա պատասխանատու շինարարություն ներկա վիճակ և մոտ մեկ միլիարդ վարկային հավելյալ բեռ ծախսում արդյունավետություն կամ անարդյունավետություն համար :	ADJ INDF;INS;N;NHUM;SG _ ADJ DAT;INDF;N;NHUM;PL DEF;N;NHUM;NOM;SG PART;POS 3;FIN;IND;IPFV;POS;PRS;SG;V 3;FIN;MID;POS;PROSP;PRS;SBJV;SG;V ACT;NFIN;POS;V DET DEF;N;NHUM;NOM;PL CONJ ACT;NFIN;POS;V _ ADP PRO;SG _ CONJ DAT;DEF;N;NHUM;SG ACT;NFIN;POS;V _ CONJ MID;POS;V;V.PTCP NUM DAT;INDF;N;NHUM;PL ESS;INDF;N;NHUM;SG INDF;NOM;PRO;SG 3;FIN;IND;IPFV;PL;POS;PRS;V ACT;PFV;V;V.PTCP DET DAT;DEF;N;NHUM;SG ADJ DEF;N;NHUM;NOM;SG CONJ DAT;INDF;N;NHUM;SG CONJ DAT;INDF;N;NHUM;SG ADJ DEF;HUM;N;NOM;SG _ INDF;INS;PRO 3;FIN;IND;IPFV;PL;POS;PRS;V 3;NOM;PL;PRO ADJ DAT;INDF;N;NHUM;SG DAT;N;NHUM;PSSS DAT;INDF;N;NHUM;SG CONJ ADV NUM INDF;N;NHUM;NOM;SG ADJ ADJ DAT;INDF;N;NHUM;SG DAT;INDF;N;NHUM;SG DAT;INDF;N;NHUM;SG CONJ DAT;INDF;N;NHUM;SG ADP _
1907 թ . քաղաքական գործունեության ժամանակ , բանտում ծանոթանում եմ ու հրապուրվում անարխիստական գրականությամբ , հատկապես կրոպոտկինի գրվածքներով ...	1907 թվական . քաղաքական գործունեություն ժամանակ , բանտ ծանոթանալ եմ ու հրապուրվել անարխիստական գրականություն , հատկապես կրոպոտկին գրվածք ...	NUM INDF;N;NHUM;NOM;SG _ ADJ DAT;INDF;N;NHUM;SG INDF;N;NHUM;NOM;SG _ ESS;INDF;N;NHUM;SG IPFV;MID;V;V.PTCP 1;FIN;IND;IPFV;POS;PRS;SG;V CONJ IPFV;MID;V;V.PTCP ADJ INDF;INS;N;NHUM;SG _ ADV DAT;HUM;INDF;PROPN;SG INDF;INS;N;NHUM;PL _
թունդ օղին , որ տվել էին նրան ձեռքերը լվանալու համար , գնալ - գալու արանքում արդեն կես էր արել ու հիշելով վերցրած կանաչ շալ կտորը ՝ մտածում էր , որ եթե խոսքի տերը չլինի , կանայք իրեն կսպանեն ։	թունդ օղի , որ տալ եմ նա ձեռք լվանալ համար , գնալ - գալ արանք արդեն կես եմ անել ու հիշել վերցնել կանաչ շալ կտոր ՝ մտածել եմ , որ եթե խոսք տեր լինել , կին ինքը սպանել ։	ADJ DEF;N;NHUM;NOM;SG _ CONJ ACT;PFV;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;V 3;DAT;DEF;PRO;SG DEF;N;NHUM;NOM;PL ACT;DAT;INDF;POS;V;V.CVB ADP _ MID;NFIN;POS;V _ DAT;INDF;MID;POS;V;V.CVB ESS;INDF;N;NHUM;SG ADV NUM 3;FIN;IND;IPFV;POS;SG;V ACT;PFV;V;V.PTCP CONJ ACT;INDF;INS;POS;V;V.CVB ACT;PFV;POS;V;V.PTCP ADJ ADJ DEF;N;NHUM;NOM;SG _ ACT;IPFV;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V _ CONJ CONJ DAT;INDF;N;NHUM;SG DEF;HUM;N;NOM;SG 3;FIN;NEG;PROSP;PRS;SBJV;SG;V _ HUM;INDF;N;NOM;PL 3;DAT;PRO;REFL;SG 3;ACT;COND;FIN;PL;POS;PROSP;PRS;V _
- որն ՞ է այս հեղափոխության առանձնահատկությունը ։	- որ ՞ եմ այս հեղափոխություն առանձնահատկություն ։	_ DEF;NOM;PRO;SG _ 3;FIN;IND;IPFV;POS;PRS;SG;V DET DAT;INDF;N;NHUM;SG DEF;N;NHUM;NOM;SG _
ադրբեջանը կամրջի դեր է կատարում ամն-ի համար կենտրոնական ասիայի որոշ երկրներ , մասնավորապես ՝ աֆղանստան և կիրգիզիա մուտք գործելու հարցում :	ադրբեջան կամուրջ դեր եմ կատարել ամն համար կենտրոնական ասիա որոշ երկիր , մասնավորապես ՝ աֆղանստան և կիրգիզիա մուտք գործել հարց :	DEF;NHUM;NOM;PROPN;SG DAT;INDF;N;NHUM;SG INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V ACT;IPFV;V;V.PTCP DAT;INDF;NHUM;PROPN;SG ADP ADJ DAT;INDF;NHUM;PROPN;SG DET INDF;N;NHUM;NOM;PL _ ADV _ INDF;NHUM;NOM;PROPN;SG CONJ INDF;NHUM;NOM;PROPN;SG INDF;N;NHUM;NOM;SG ACT;DAT;INDF;POS;V;V.CVB ESS;INDF;N;NHUM;SG _
քրիստոսի համբարձումը նաև իր երկրավոր առաքելության ամբողջացումն ու կատարելությունն է :	քրիստոս համբարձում նաև ինքը երկրավոր առաքելություն ամբողջացում ու կատարելություն եմ :	DAT;HUM;INDF;PROPN;SG DEF;N;NHUM;NOM;SG CONJ 3;DET;GEN;REFL;SG ADJ DAT;INDF;N;NHUM;SG DEF;N;NHUM;NOM;SG CONJ DEF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V _
նշված ներկայացման մեջ տարբեր կարողություններ ունեցող և տարբեր տարիքի պարողներ բեմում միասին ցուցադրեցին երկու մասից բաղկացած ներկայացում . առաջինը արդի հասարակության մեջ սոցիալական ներառման խնդրի շուրջ էր , երկրորդը ՝ « ալիսան հրաշքների աշխարհում » հրաշալի հեքիաթի ադապտացիան :	նշել ներկայացում մեջ տարբեր կարողություն ունենալ և տարբեր տարիք պարող բեմ միասին ցուցադրել երկու մաս բաղկանալ ներկայացում . առաջին արդի հասարակություն մեջ սոցիալական ներառում խնդիր շուրջ եմ , երկրորդ ՝ « ալիսա հրաշք աշխարհ » հրաշալի հեքիաթ ադապտացիա :	PASS;PFV;POS;V;V.PTCP DAT;INDF;N;NHUM;SG ADP;NOM ADJ INDF;N;NHUM;NOM;PL ACT;POS;V;V.PTCP CONJ ADJ DAT;INDF;N;NHUM;SG HUM;INDF;N;NOM;PL ESS;INDF;N;NHUM;SG ADV 3;ACT;FIN;IND;PFV;PL;POS;PST;V NUM AT+ABL;INDF;N;NHUM;SG MID;PFV;POS;V;V.PTCP INDF;N;NHUM;NOM;SG _ DEF;N;NHUM;NOM;SG ADJ DAT;INDF;N;NHUM;SG ADP;NOM ADJ DAT;INDF;N;NHUM;SG DAT;INDF;N;NHUM;SG ADP 3;FIN;IND;IPFV;POS;SG;V _ DEF;N;NHUM;NOM;SG _ _ DEF;HUM;NOM;PROPN;SG DAT;INDF;N;NHUM;PL ESS;INDF;N;NHUM;SG _ ADJ DAT;INDF;N;NHUM;SG DEF;N;NHUM;NOM;SG _
պբ առաջապահ զորամասերը հիմնականում ձեռնպահ են մնացել պատասխան գործողություններից և շարունակել իրականացնել մարտական դիրքերի հուսալի պահպանություն :	պբ առաջապահ զորամաս հիմնականում ձեռնպահ եմ մնալ պատասխան գործողություն և շարունակել իրականանալ մարտական դիրք հուսալի պահպանություն :	INDF;NHUM;NOM;PROPN;SG ADJ DEF;N;NHUM;NOM;PL ADV ADJ 3;FIN;IND;IPFV;PL;POS;PRS;V MID;PFV;V;V.PTCP INDF;N;NHUM;NOM;SG AT+ABL;INDF;N;NHUM;PL CONJ ACT;PFV;V;V.PTCP ACT;NFIN;POS;V ADJ DAT;INDF;N;NHUM;PL ADJ INDF;N;NHUM;NOM;SG _
- ըստ ձեզ ՝ ինչ ՞ փոխեցին հուլիսյան դեպքերը մեր իրականության մեջ , արդյոք քաղաքացին ավելի պահանջատեր ՞ է դարձել , այնքան է փոխվել , որ այլ որակի ընտրություններ կունենանք և այլ արդյունք կարձանագրենք ՝ հասնելով համակարգափոխության :	- ըստ դուք ՝ ինչ ՞ փոխել հուլիսյան դեպք մենք իրականություն մեջ , արդյոք քաղաքացի ավելի պահանջատեր ՞ եմ դառնալ , այնքան եմ փոխել , որ այլ որակ ընտրություն ունենալ և այլ արդյունք արձանագրել ՝ հասնել համակարգափոխություն :	_ ADP 2;DAT;FORM;PRO;SG _ INDF;NOM;PRO;SG _ 3;ACT;FIN;IND;PFV;PL;POS;PST;V ADJ DEF;N;NHUM;NOM;PL 1;DET;GEN;PL DAT;INDF;N;NHUM;SG ADP;NOM _ PART DEF;HUM;N;NOM;SG ADV;CMPR ADJ _ 3;FIN;IND;IPFV;POS;PRS;SG;V IPFV;MID;V;V.PTCP _ ADV 3;FIN;IND;IPFV;POS;PRS;SG;V PASS;PFV;V;V.PTCP _ CONJ DET DAT;INDF;N;NHUM;SG INDF;N;NHUM;NOM;PL 1;ACT;COND;FIN;PL;POS;PROSP;PRS;V CONJ DET INDF;N;NHUM;NOM;SG 1;ACT;COND;FIN;PL;POS;PROSP;PRS;V _ INDF;INS;MID;POS;V;V.CVB DAT;INDF;N;NHUM;SG _
որքանով ՞ է սա իրատեսական ։	որքան ՞ եմ սա իրատեսական ։	INDF;INS;PRO _ 3;FIN;IND;IPFV;POS;PRS;SG;V NOM;PRO;SG ADJ _
— մեզ ոչ սովորական , սրբազան պատերազմ է սպասվում մեր սուրբ հավատի մաքրության պահպանման համար :	— մենք ոչ սովորական , սրբազան պատերազմ եմ սպասել մենք սուրբ հավատ մաքրություն պահպանում համար :	_ 1;DAT;PL;PRO PART ADJ _ ADJ INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V IPFV;PASS;V;V.PTCP 1;DET;GEN;PL ADJ DAT;INDF;N;NHUM;SG DAT;INDF;N;NHUM;SG DAT;INDF;N;NHUM;SG ADP _
— հնարավոր համարում ՞ եք , որ սերժ սարգսյանը չի առաջադրվի վարչապետի թեկնածու ։	— հնարավոր համարել ՞ եմ , որ սերժ սարգսյան եմ առաջադրել վարչապետ թեկնածու ։	_ ADJ ACT;IPFV;V;V.PTCP _ 2;FIN;IND;IPFV;PL;POS;PRS;V _ CONJ HUM;INDF;NOM;PROPN;SG DEF;HUM;NOM;PROPN;SG 3;FIN;IND;IPFV;NEG;PRS;SG;V COND;FIN;PASS;PROSP;V DAT;HUM;INDF;N;SG HUM;INDF;N;NOM;SG _
մարտինը անճանաչելի էր դարձել , անծանոթ կինը թվում էր ծանոթ , գնում էին նրանք կողք - կողքի , և մենք , որ տեսել էինք , թե այդ երկուսն ինչպես իջան մեքենայից , որ տեսնում էինք ՝ մեքենան մեր նեղլիկ փողոցում դժվարությամբ է շրջադարձ կատարում , դեռ չի գնացել , այն տպավորությունն էինք ստանում այդ երկուսին նայելով , որ նրանք մի քանի վայրկյան առաջ չեն սկսել քայլել , այլ քայլում են երեկվանից , անցյալ տարվանից , գուցե մինչև անգամ իրենց ծննդյան օրից և գուցե նույնիսկ էլ ՛ ավելի վաղուց ։	մարտին անճանաչելի եմ դառնալ , անծանոթ կին թվալ եմ ծանոթ , գնալ եմ նա կողք - կողք , և մենք , որ տեսնել եմ , թե այդ երկուս ինչպես իջնել մեքենա , որ տեսնել եմ ՝ մեքենա մենք նեղլիկ փողոց դժվարություն եմ շրջադարձ կատարել , դեռ եմ գնալ , այն տպավորություն եմ ստանալ այդ երկուս նայել , որ նա մի քանի վայրկյան առաջ եմ սկսել քայլել , այլ քայլել եմ երեկ , անցյալ տարի , գուցե մինչև անգամ ինքը ծնունդ օր և գուցե նույնիսկ էլ ՛ ավելի վաղուց ։	DEF;HUM;NOM;PROPN;SG ADJ 3;FIN;IND;IPFV;POS;SG;V IPFV;MID;V;V.PTCP _ ADJ DEF;HUM;N;NOM;SG IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V ADJ _ IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;V 3;NOM;PL;PRO INDF;N;NHUM;NOM;SG _ DAT;INDF;N;NHUM;SG _ CONJ 1;NOM;PL;PRO _ CONJ ACT;PFV;V;V.PTCP 1;FIN;IND;IPFV;PL;POS;V _ CONJ DET DEF;N;NHUM;NOM;SG ADV 3;FIN;IND;MID;PFV;PL;POS;PST;V AT+ABL;INDF;N;NHUM;SG _ CONJ ACT;IPFV;V;V.PTCP 1;FIN;IND;IPFV;PL;POS;V _ DEF;N;NHUM;NOM;SG 1;DET;GEN;PL ADJ ESS;INDF;N;NHUM;SG INDF;INS;N;NHUM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V INDF;N;NHUM;NOM;SG ACT;IPFV;V;V.PTCP _ ADV 3;FIN;IND;IPFV;NEG;PRS;SG;V MID;PFV;V;V.PTCP _ DET DEF;N;NHUM;NOM;SG 1;FIN;IND;IPFV;PL;POS;V ACT;IPFV;V;V.PTCP DET DAT;DEF;N;NHUM;SG INDF;INS;MID;POS;V;V.CVB _ CONJ 3;NOM;PL;PRO DET DET INDF;N;NHUM;NOM;SG ADP;NOM 3;FIN;IND;IPFV;NEG;PL;PRS;V ACT;PFV;V;V.PTCP MID;NFIN;POS;V _ CONJ IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;PRS;V AT+ABL;INDF;N;NHUM _ ADJ AT+ABL;INDF;N;NHUM;SG _ PART ADP ADV 3;DET;GEN;PL;REFL DAT;INDF;N;NHUM;SG AT+ABL;INDF;N;NHUM;SG CONJ PART PART ADV _ ADV;CMPR ADV _
այն մշտապես լեփ - լեցուն դահլիճներում է անցել . ներգրավված էր հրաշալի դերասանական կազմ :	այն մշտապես լեփ - լեցուն դահլիճ եմ անցնել . ներգրավել եմ հրաշալի դերասանական կազմ :	PRO;SG ADV ADJ _ ADJ ESS;INDF;N;NHUM;PL 3;FIN;IND;IPFV;POS;PRS;SG;V MID;PFV;V;V.PTCP _ PASS;PFV;POS;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V ADJ ADJ INDF;N;NHUM;NOM;SG _
պիեսի հեղինակը ես եմ , իսկ համահեղինակը ` գուրգեն խանջյանը :	պիես հեղինակ ես եմ , իսկ համահեղինակ ` գուրգեն խանջյան :	DAT;INDF;N;NHUM;SG DEF;HUM;N;NOM;SG 1;NOM;PRO;SG 1;FIN;IND;IPFV;POS;PRS;SG;V _ CONJ DEF;HUM;N;NOM;SG _ HUM;INDF;NOM;PROPN;SG DEF;HUM;NOM;PROPN;SG _
ամեն տարի ամառային արևադարձին նախորդող օրվա մայրամուտից առաջ արևը մի պահ կանգ էր առնում ՝ կարծես կառչում սարից , և նրա վերջին ճառագայթներից լուսավորվելով ՝ հաչա քարի զույգ կատարները կարմրում էին , ու այդ կարմրությունը պահպանվում էր մինչև լուսաբաց ։	ամեն տարի ամառային արևադարձ նախորդել օր մայրամուտ առաջ արև մի պահ կանգ եմ առնել ՝ կարծել կառչել սար , և նա վերջին ճառագայթ լուսավորել ՝ հաչա քար զույգ կատար կարմրել եմ , ու այդ կարմրություն պահպանվել եմ մինչև լուսաբաց ։	DET INDF;N;NHUM;NOM;SG ADJ DAT;DEF;N;NHUM;SG MID;POS;V;V.PTCP DAT;INDF;N;NHUM;SG AT+ABL;INDF;N;NHUM;SG ADP;NOM DEF;N;NHUM;NOM;SG NUM INDF;N;NHUM;NOM;SG INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;POS;SG;V ACT;IPFV;V;V.PTCP _ 2;ACT;FIN;POS;PROSP;PRS;SBJV;SG;V IPFV;MID;V;V.PTCP AT+ABL;INDF;N;NHUM;SG _ CONJ 3;DET;GEN;SG ADJ AT+ABL;INDF;N;NHUM;PL INDF;INS;PASS;POS;V;V.CVB _ ADJ DAT;INDF;N;NHUM;SG ADJ DEF;N;NHUM;NOM;PL IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;V _ CONJ DET DEF;N;NHUM;NOM;SG IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;SG;V ADP INDF;N;NHUM;NOM;SG _
մինչ այդ նրան ապարդյուն փորձել են որսալ 8 տարի ։	մինչ այդ նա ապարդյուն փորձել եմ որսալ 8 տարի ։	ADP PRO;SG 3;DAT;DEF;PRO;SG ADV ACT;PFV;V;V.PTCP 3;FIN;IND;IPFV;PL;POS;PRS;V ACT;NFIN;POS;V NUM INDF;N;NHUM;NOM;SG _
հաջորդում է պատրաստի սննդի արտադրանքի արտահանումը ՝ 32 մլն 329.9 դոլար :	հաջորդել եմ պատրաստի սնունդ արտադրանք արտահանում ՝ 32 միլիոն 329,9 դոլար :	IPFV;MID;V;V.PTCP 3;FIN;IND;IPFV;POS;PRS;SG;V ADJ DAT;INDF;N;NHUM;SG DAT;INDF;N;NHUM;SG DEF;N;NHUM;NOM;SG _ NUM NUM NUM INDF;N;NHUM;NOM;SG _
հիմա այդպիսի ուժ չկա :	հիմա այդպիսի ուժ կամ :	ADV DET INDF;N;NHUM;NOM;SG 3;FIN;IND;IPFV;MID;NEG;PRS;SG;V _
եվ կրկին բանակը , երկար շղթա կազմած , գետի ափով ձգվեց արևելք :	և կրկին բանակ , երկար շղթա կազմել , գետ ափ ձգվել արևելք :	CONJ ADV DEF;N;NHUM;NOM;SG _ ADJ INDF;N;NHUM;NOM;SG ACT;PFV;V;V.PTCP _ DAT;INDF;N;NHUM;SG INDF;INS;N;NHUM;SG 3;FIN;IND;MID;PFV;POS;PST;SG;V INDF;N;NHUM;NOM;SG _
այս պատգամով է , որ առաքելական այս աթոռը 1441 թվականին ՝ հենց այս օրը ՝ համբարձման տոնին , վերահաստատվեց մայր աթոռ սուրբ էջմիածնում :	այս պատգամ եմ , որ առաքելական այս աթոռ 1441 թվական ՝ հենց այս օր ՝ համբարձում տոն , վերահաստատել մայր աթոռ սուրբ էջմիածին :	DET INDF;INS;N;NHUM;SG 3;FIN;IND;IPFV;POS;PRS;SG;V _ CONJ ADJ DET DEF;N;NHUM;NOM;SG NUM DAT;DEF;N;NHUM;SG _ ADV DET DEF;N;NHUM;NOM;SG _ DAT;INDF;N;NHUM;SG DAT;DEF;N;NHUM;SG _ 3;FIN;IND;PASS;PFV;POS;PST;SG;V HUM;INDF;N;NOM;SG INDF;N;NHUM;NOM;SG ADJ ESS;INDF;NHUM;PROPN;SG _
« աբկայ ՜ » ։	« աբկայ ՜ » ։	_ HUM;INDF;NOM;PROPN;SG _ _ _
բոլորդ էլ փորձված զինվորներ եք , գիտեք , որ միշտ էլ կծագեն չնախատեսված դժվարություններ :	բոլորը էլ փորձվել զինվոր եմ , գիտենալ , որ միշտ էլ ծագել նախատեսել դժվարություն :	NOM;PRO;PSS2 ADV MID;PFV;POS;V;V.PTCP HUM;INDF;N;NOM;PL 2;FIN;IND;IPFV;PL;POS;PRS;V _ 2;ACT;FIN;IND;IPFV;PL;POS;PRS;V _ CONJ ADV ADV 3;COND;FIN;MID;PL;POS;PROSP;PRS;V NEG;PASS;PFV;V;V.PTCP INDF;N;NHUM;NOM;PL _
